epoch,train_loss,val_loss
0,0.028663857222445646,0.03338738878269095
1,0.026529366524094676,0.03738963231660341
2,0.02710549288004593,0.03457442997039711
3,0.026367564218940806,0.03689560393908277
4,0.026951443904649337,0.04181250367694555
5,0.026691860068652717,0.04103829296486932
6,0.032871836403453154,0.055645043582960727
7,0.026665174793742193,0.034768231086714195
8,0.032932189829801756,0.055868910948710965
9,0.027809544346925615,0.04511194378999627
10,0.027306422311342313,0.04382158262429148
11,0.029964517044887926,0.0502615958087244
12,0.027656026040604336,0.04498721989572485
13,0.026979813413293842,0.04317549773224119
14,0.027721746875911182,0.03319678038332755
15,0.03198983372898987,0.05458080734126377
16,0.036111843236241246,0.03350968050015889
17,0.025641513920594244,0.0385186419892463
18,0.02555313420078278,0.036467178577696234
19,0.025725718525064684,0.03967025800469562
20,0.025707851523935354,0.03978697343980954
21,0.02554864284453145,0.03907749366312306
22,0.02743277888866466,0.03282178153181889
23,0.025248064924664998,0.03709666106754185
24,0.025530072805230355,0.03982145429861415
25,0.02549416894795435,0.03473207342945607
26,0.025400331229864043,0.0397114590128854
27,0.025074330945222482,0.03621710088136702
28,0.025942186069561293,0.04217754912621177
29,0.025337296457186034,0.04005758674364364
30,0.025193230081661393,0.034833136260158895
31,0.025071238825098773,0.03506985503803791
32,0.02530499095184426,0.03427490962505937
33,0.02624150847227864,0.0435877414462072
34,0.026625174095197462,0.044737807518563814
35,0.024625318766598722,0.03653688991007153
36,0.024608023151266204,0.03611473154520633
37,0.026935362595170244,0.03226731663503422
38,0.024661649658452557,0.03872568469700858
39,0.024932250159126215,0.034048243167212736
40,0.0246000712464345,0.038870289423604994
41,0.028519275998359062,0.03196347450996848
42,0.030481506722931734,0.05358583246896686
43,0.02442870213040278,0.03856221649554474
44,0.028395422020373838,0.049564606312257016
45,0.027180638261188085,0.032084584868278074
46,0.024304535975199982,0.034963825689325
47,0.025649792767351343,0.04348250720808522
48,0.030524689158909345,0.053870814443620664
49,0.025306860886994652,0.04258550675443806
50,0.02395019177537115,0.03588057216874456
51,0.024859855573381613,0.041576854063188104
52,0.024108240477977088,0.0388603382314914
53,0.023979989243867097,0.03840449210919554
54,0.025842993196096564,0.0322356431252673
55,0.025518326100384684,0.03236659536145327
56,0.023784472390156075,0.03494189838639301
57,0.023667648240080393,0.03735104804095667
58,0.0239786755443897,0.03398083419101739
59,0.023551965005248008,0.03561931048133867
60,0.02375734046260017,0.03881409075357252
61,0.030478025690113833,0.03183829106503357
62,0.02447316562493008,0.04189193626905682
63,0.030462303287459382,0.0317467018743245
64,0.02321009485271162,0.03624406265389018
65,0.02358505076275796,0.03928693891017002
66,0.02369775615436761,0.0398207009772462
67,0.024390377748041463,0.03244201593409461
68,0.023034113965612474,0.03611023206322026
69,0.0235026785908785,0.03339042549503
70,0.025134686102037052,0.044490583669515776
71,0.027076825580869792,0.04881473028747474
72,0.028585145941375473,0.05184416090392334
73,0.022965181860636657,0.0377004669905924
74,0.022791375841735646,0.03526567119971705
75,0.02324197176125249,0.039399011445716704
76,0.022711836347666145,0.035060281944007454
77,0.025097207427155488,0.03144001915297609
78,0.022780769080657327,0.0379622950299308
79,0.02468839118084424,0.04417737345659598
80,0.027033681996785013,0.03116268067493518
81,0.022743656918072286,0.03859557079036222
82,0.02473051148214879,0.044587168003797986
83,0.022404491456685455,0.03706214552858954
84,0.02238991370274888,0.03728120560967067
85,0.026607186483109408,0.031080518809400014
86,0.02305861864205681,0.040494390337691845
87,0.02237650624672868,0.037951681936761975
88,0.024462284819440783,0.04443451691790544
89,0.026333274620670286,0.04855488512364998
90,0.022097818321540397,0.03688160195092305
91,0.024981616063611985,0.04584779533261866
92,0.021951645090039783,0.03474266763146382
93,0.022194149738268484,0.038163066881180666
94,0.027455752379242058,0.031072942130040682
95,0.022875069909504126,0.03217284385178556
96,0.02222076807920195,0.03299665300872764
97,0.022932167298446056,0.04134810309481976
98,0.02293082069010894,0.041464514688111055
99,0.021597680931711476,0.03543529219904687
100,0.023719584890246077,0.04362731779830896
101,0.021564274942644696,0.03625813167785795
102,0.03481924813436266,0.033203697968610425
103,0.021564977331785085,0.03735214617646916
104,0.02145842113968836,0.033864442610631804
105,0.02192481275976473,0.032622860748830494
106,0.02357573591886924,0.044096040913785176
107,0.02112934982295724,0.0353374230095865
108,0.02130772409280606,0.03350853497010334
109,0.022638689551334055,0.04212440802769139
110,0.02677103298404392,0.050959776834305456
111,0.023162327552143317,0.031158280356487218
112,0.02089537875463785,0.0351962799124386
113,0.021781971602200658,0.03185126967815634
114,0.02073610516108263,0.03526061464280124
115,0.020734288419231528,0.03585308270640153
116,0.02065188250390688,0.03472818625763686
117,0.023014630853791112,0.04386979029676503
118,0.026868171422618898,0.051646426026735706
119,0.030191228185156866,0.03153758758526878
120,0.020445977525412523,0.03522498239136539
121,0.025413600268130193,0.030578124078635287
122,0.020640394071637196,0.03748887712900417
123,0.02041457524475578,0.03345068403458436
124,0.021575075982911484,0.04095506085141458
125,0.02024793290247116,0.03385381159048694
126,0.020200648131781518,0.03396134127636712
127,0.021232369223595227,0.03155633803394831
128,0.023448376021251636,0.030452879204249755
129,0.020946493232887203,0.03156321286623532
130,0.01990935667197762,0.034785041013675064
131,0.021586654233183723,0.031079104912975164
132,0.020042785378616448,0.036986482118247684
133,0.0325361349089413,0.03276281565948851
134,0.01975195267309334,0.03496966912107568
135,0.026978278769741224,0.03080299467575873
136,0.020429392181059946,0.03915307661518404
137,0.021807110183815585,0.030723132352387352
138,0.02182730985188367,0.043105452568182406
139,0.02303510007635003,0.04580450302044898
140,0.020999881364267028,0.04115266263780318
141,0.02532150859443049,0.05026484459741407
142,0.019380997917198942,0.0341107259225978
143,0.020491544009338798,0.039940827979218295
144,0.02193814253866823,0.030374352568584992
145,0.021066335636068433,0.04175705800872571
146,0.01916217328357614,0.03454105140533699
147,0.026056805615942844,0.030337627153141037
148,0.019892146464660417,0.03129386129736917
149,0.01997082352149776,0.039186395540281894
