epoch,train_loss,val_loss
0,0.04651209109271536,0.07586086911599209
1,0.04615403480240552,0.07531660784954006
2,0.045852263886153155,0.07485651263304181
3,0.045531424050695386,0.07436591190529432
4,0.04519237888181608,0.07384582627731164
5,0.044907807743891866,0.07340796112535096
6,0.04455707685206878,0.07286656565095122
7,0.044260312495344546,0.07240694011278671
8,0.043899374121151455,0.0718459702598584
9,0.04345396155059914,0.07115065685043848
10,0.04308687306420857,0.07057498204309612
11,0.04277259126497551,0.07008016332262224
12,0.04248688140506919,0.0696287137549041
13,0.04211861206079311,0.069044468365731
14,0.041845505217308294,0.06860943592800192
15,0.04157767630864616,0.06818130986812736
16,0.041229637845210186,0.06762267734148741
17,0.040994655388103936,0.06724400000874714
18,0.040722318356874176,0.06680355434308961
19,0.04031108923696844,0.06613517282927531
20,0.040052401354267964,0.06571260603378916
21,0.03975859941611714,0.06523062353327738
22,0.03945127986235385,0.06472404192073598
23,0.03924929672712186,0.06438970076885417
24,0.039011860767541685,0.06399521515003133
25,0.03868290953944032,0.06344598806645547
26,0.03839991412178227,0.06297089042449201
27,0.038160764930074524,0.0625674547156116
28,0.03792664699012974,0.06217071671385587
29,0.03771577996093675,0.06181181441727988
30,0.03754556685795001,0.061520991538513245
31,0.03728832313087689,0.06107951953009858
32,0.03709016168744366,0.06073779051422277
33,0.03689611551862775,0.060401718042848
34,0.036723329874479314,0.06010123155710064
35,0.03653650849063601,0.059774986907334765
36,0.03637060997226131,0.05948407050699615
37,0.03617393637507469,0.0591376682110211
38,0.03601500547541976,0.058856501980751826
39,0.03587576898170317,0.05860923975248071
40,0.03572248999704622,0.05833600028562453
41,0.03558851922063457,0.058096264466333376
42,0.035473147945453344,0.05788911025410341
43,0.035295454978232846,0.057568750538242626
44,0.03518510526042555,0.05736898632437421
45,0.035060765226410856,0.05714312590893348
46,0.03495433042410607,0.056949127329655534
47,0.03481859067111443,0.056700806161360535
48,0.034685423588850184,0.05645617629061562
49,0.034554759681111734,0.05621514039006695
50,0.03444178163258342,0.05600590622093723
51,0.034240934622446796,0.055631993466963216
52,0.03411873360169484,0.05540323597615642
53,0.03395490448179585,0.05509500298345
54,0.03383817651376886,0.05487427141951839
55,0.03373804261414977,0.05468415691439994
56,0.03359693444935618,0.05441501921762639
57,0.03347291238821718,0.054177247123153326
58,0.03339326565735597,0.05402392970064791
59,0.03327330228652832,0.05379206261962994
60,0.033183128011390596,0.05361700875314821
61,0.03308098714991622,0.0534179109943308
62,0.0330076993132467,0.0532745099637388
63,0.03288215503868045,0.05302777255162894
64,0.03279893166387246,0.052863433783572826
65,0.03266476146556395,0.05259714602178765
66,0.03253356566492446,0.052335100932959774
67,0.03244368406142001,0.05215459404194775
68,0.032368167359890225,0.052002300699613396
69,0.03225618166467,0.05177536268108397
70,0.03218396270194641,0.05162829690777669
71,0.03212539784760654,0.051508614125096885
72,0.03204319550661298,0.0513399735320712
73,0.03196257461008673,0.0511738192364852
74,0.031895522596838116,0.05103504303503162
75,0.031769910035775006,0.05077358703219847
76,0.031659034511412165,0.05054114683001972
77,0.03157392733575235,0.050361631904048035
78,0.03149048819135065,0.0501846799358107
79,0.03137464465115581,0.049937382627748515
80,0.0313290450005576,0.04983950447042588
81,0.03125060808406869,0.04967041406637716
82,0.03118481508237388,0.049527852759663954
83,0.031131216583242933,0.04941121065193023
84,0.03104589237817004,0.04922456638769335
85,0.03097316993591976,0.049064529537858226
86,0.03090186806121447,0.048906734215821625
87,0.03085309473055448,0.04879827724112743
88,0.03077379573592392,0.04862101423740646
89,0.03071682164396662,0.048492927808474286
90,0.03065066608935742,0.04834341234093288
91,0.030616342766001,0.04826549786451836
92,0.03057248662159991,0.04816559610066603
93,0.03049928680467515,0.047997961111204565
94,0.030417818133889205,0.04781003743288524
95,0.030347950867261903,0.04764769656642852
96,0.03029893793781799,0.047533140146520006
97,0.030241262822050315,0.04739760611456786
98,0.030203677101454454,0.047308844392148074
99,0.030166711250242197,0.04722120207965035
